"Skaters"
"Pos","Player","Team","Eligible","Status","Opponent","GP","G","A","Pt","+/-","PIM","SOG","PPP","SHP","Hit","Blk"
"F","Viktor Arvidsson","BOS","F","Act","","31","8","11","19","1","16","77","5","0","10","16"
"F","Oliver Bjorkstrand","TBL","F","Act","","37","5","12","17","-3","8","58","7","0","30","14"
"F","Braeden Bowman","VGK","F","Act","","18","0","7","7","-13","2","21","0","0","1","6"
"F","Lawson Crouse","UTA","F","Act","OTT Wed 9:30PM","42","9","10","19","6","12","66","0","1","113","31"
"F","Yanni Gourde","TBL","F","Act","","33","4","8","12","2","28","49","0","0","47","19"
"F","Roope Hintz","DAL","F","Act","@WSH Wed 7:00PM","37","12","20","32","13","12","83","15","0","36","11"
"F","Isaac Howard","EDM","F","Act","","11","0","1","1","-3","4","11","0","0","0","1"
"F","Wyatt Johnston","DAL","F","Act","@WSH Wed 7:00PM","43","23","26","49","-2","12","105","24","0","14","33"
"F","Travis Konecny","PHI","F","Act","","41","13","24","37","13","23","96","7","0","53","23"
"F","Jordan Kyrou","STL","F","Act","@CHI Wed 9:30PM","32","7","9","16","-10","2","78","4","0","7","15"
"F","Jonathan Toews","WPG","F","Act","","12","1","2","3","-4","6","19","0","0","5","9"
"F","Vincent Trocheck","NYR","F","Act","","30","10","15","25","-8","18","51","6","0","100","24"
"D","Bowen Byram","BUF","D","Act","","41","9","13","22","0","14","56","3","0","27","51"
"D","Samuel Girard","COL","D","Act","","18","1","3","4","6","4","13","0","0","8","15"
"D","Matt Grzelcyk","CHI","D","Act","STL Wed 9:30PM","13","0","2","2","-9","4","13","0","0","8","7"
"D","Noah Hanifin","VGK","D","Act","","31","2","14","16","-7","4","78","6","0","19","48"
"D","Thomas Harley","DAL","D","Act","@WSH Wed 7:00PM","31","2","13","15","-5","10","40","3","0","19","69"
"D","Matt Roy","WSH","D","Act","DAL Wed 7:00PM","43","1","12","13","18","6","56","0","0","53","91"
"F","Nick Paul","TBL","F","Res","","23","4","6","10","-4","8","34","1","0","35","12"
"D","Jonathan Aspirot","BOS","D","Res","","13","0","0","0","-1","8","9","0","0","24","16"
"D","Luke Schenn","WPG","D","Res","","17","1","1","2","-5","9","15","0","0","39","19"
"F","Jamie Benn","DAL","F","IR","@WSH Wed 7:00PM","23","7","7","14","5","17","35","0","0","34","7"
"F","Logan Cooley","UTA","F","IR","OTT Wed 9:30PM","29","14","9","23","6","22","59","4","1","34","13"
"F","Conor Garland","VAN","F","IR","","33","7","15","22","-10","18","78","9","1","24","17"
"F","Dakota Joshua","TOR","F","IR","","33","4","4","8","-5","25","29","0","0","110","23"
"F","Tom Wilson","WSH","F","IR","DAL Wed 7:00PM","40","22","20","42","21","59","97","9","0","108","24"
"D","Harrison Brunicke","PIT","D","IR","","8","1","0","1","-2","6","8","0","0","3","13"
"D","Seth Jones","FLA","D","IR","","40","6","18","24","-2","16","78","13","0","38","47"
"D","Jake McCabe","TOR","D","IR","","41","3","13","16","26","25","28","0","0","58","104"
"F","Lirim Amidovski","MIN","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Thomas Bordeleau","NJD","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Xavier Bourgault","OTT","F","Min","@UTA Wed 9:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Ryan Conmy","LAK","F","Min","SJS Wed 10:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Curtis Douglas","TBL","F","Min","","2","0","0","0","-1","2","2","0","0","2","0"
"F","Lucas Ellinas","OTT","F","Min","@UTA Wed 9:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Aiden Fink","NSH","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Luke Haymes","TOR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Trevor Hoskin","CGY","F","Min","@MTL Wed 7:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Roby Jarventie","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Alex Jefferies","NYI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Aidan Lane","CGY","F","Min","@MTL Wed 7:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Ayrton Martino","DAL","F","Min","@WSH Wed 7:00PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Brendan McMorrow","LAK","F","Min","SJS Wed 10:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Aidan Park","EDM","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Luca Pinelli","CBJ","F","Min","","1","0","0","0","-1","0","2","0","0","0","0"
"F","Ryder Ritchie","MIN","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Justin Robidas","CAR","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Luca Romano","NYI","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Carter Sanderson","PIT","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"F","Mason West","CHI","F","Min","STL Wed 9:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Oasiz Wiesblatt","NSH","F","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Lukas Cormier","VGK","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Reese Hamilton","(N/A)","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Noah Laberge","BUF","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Luke Mittelstadt","MTL","D","Min","CGY Wed 7:30PM","0","0","0","0","0","0","0","0","0","0","0"
"D","Etienne Morin","CGY","D","Min","@MTL Wed 7:30PM","0","0","0","0","0","0","0","0","0","0","0"
"D","Scott Perunovich","UTA","D","Min","OTT Wed 9:30PM","0","0","0","0","0","0","0","0","0","0","0"
"D","Chase Pietila","PIT","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Marshall Rifai","TOR","D","Min","","0","0","0","0","0","0","0","0","0","0","0"
"D","Trey Taylor","DAL","D","Min","@WSH Wed 7:00PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Nick Abruzzese","TBL","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Alex Ciernik","PHI","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Evgenii Dadonov","NJD","F","-","","1","0","0","0","0","0","2","0","0","0","2"
"F","Kieren Dervin","VAN","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matthew DiMarsico","(N/A)","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Boris Katchouk","MIN","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Tanner Laczynski","VGK","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Matt Maggio","NYI","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Kyle McDonald","DAL","F","-","@WSH Wed 7:00PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Tyler Pitlick","MIN","F","-","","4","0","0","0","-1","2","3","0","0","12","2"
"F","Reilly Smith","VGK","F","-","","17","3","3","6","-3","0","18","1","0","10","4"
"F","Nikita Susuyev","STL","F","-","@CHI Wed 9:30PM","0","0","0","0","0","0","0","0","0","0","0"
"F","Dominic Toninato","CHI","F","-","STL Wed 9:30PM","1","0","0","0","0","0","0","0","0","0","0"
"F","Ryan Tverberg","TOR","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"F","Kai Uchacz","VGK","F","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Kyle Capobianco","DAL","D","-","@WSH Wed 7:00PM","0","0","0","0","0","0","0","0","0","0","0"
"D","David Gucciardi","WSH","D","-","DAL Wed 7:00PM","0","0","0","0","0","0","0","0","0","0","0"
"D","Finn Harding","PIT","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Jack Phelan","DET","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"D","Basile Sansonnens","VAN","D","-","","0","0","0","0","0","0","0","0","0","0","0"
"Totals","","","","","","870","179","298","477","18","402","1,467","117","3","1,081","786"
"Goalies"
"Pos","Player","Team","Eligible","Status","Opponent","GP","W-G","GAA","SV","SV%","SHO","PIM","G","A","Pt","PPP","SHP"
"G","Sam Montembeault","MTL","G","Act","CGY Wed 7:30PM","6","2","3.30","142",".882","0","0","0","0","0","0","0"
"G","Jake Oettinger","DAL","G","Res","@WSH Wed 7:00PM","27","15","2.72","651",".900","2","0","0","1","1","0","0"
"G","Trey Augustine","DET","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Marcus Gidlof","NYI","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Thomas Milic","WPG","G","Min","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Jackson Parsons","OTT","G","Min","@UTA Wed 9:30PM","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Remi Poirier","DAL","G","Min","@WSH Wed 7:00PM","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Arno Tiefensee","DAL","G","Min","@WSH Wed 7:00PM","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Ryan Fanti","TBL","G","-","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Caleb Heil","TBL","G","-","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"G","Semyon Varlamov","NYI","G","-","","0","0",".00","0",".000","0","0","0","0","0","0","0"
"Totals","","","","","","33","17","2.82","793",".897","2","0","0","1","1","0","0"
